price,room_type,neighbourhood_cleansed,property_type,accommodates,beds,number_of_reviews,reviews_per_month,last_review,availability_365
$159.00,Private room,South Ozone Park,Private room in home,1,1.0,0,,,365
$70.00,Entire home/apt,East Harlem,Entire rental unit,3,1.0,2,0.73,2024-10-02,320
$250.00,Entire home/apt,Midtown,Entire rental unit,4,2.0,7,3.56,2024-10-13,328
$276.00,Entire home/apt,Midtown,Entire rental unit,4,2.0,10,4.41,2024-10-17,318
$78.00,Private room,Bedford-Stuyvesant,Private room in home,1,1.0,0,,,236
$125.00,Entire home/apt,Clinton Hill,Entire rental unit,4,2.0,0,,,117
$180.00,Entire home/apt,East Village,Entire rental unit,3,1.0,0,,,63
$80.00,Entire home/apt,Jamaica,Entire home,2,1.0,1,0.45,2024-08-31,181
$174.00,Private room,Rosedale,Private room in home,5,2.0,8,3.04,2024-10-28,238
$204.00,Entire home/apt,West Farms,Entire rental unit,4,2.0,0,,,268
$450.00,Entire home/apt,Howard Beach,Houseboat,4,2.0,0,,,365
$127.00,Private room,Bushwick,Private room in rental unit,1,1.0,22,6.73,2024-11-02,17
$240.00,Entire home/apt,Lower East Side,Entire rental unit,3,1.0,0,,,365
$119.00,Entire home/apt,College Point,Tiny home,2,1.0,0,,,365
$358.00,Entire home/apt,Midtown,Entire rental unit,2,1.0,0,,,216
$291.00,Entire home/apt,Midtown,Entire rental unit,2,1.0,0,,,101
$120.00,Private room,Sheepshead Bay,Private room in rental unit,2,1.0,0,,,270
$376.00,Entire home/apt,Greenpoint,Entire rental unit,4,2.0,0,,,315
$100.00,Private room,Jamaica,Private room in home,2,1.0,0,,,270
$175.00,Entire home/apt,Kips Bay,Entire rental unit,4,1.0,2,0.76,2024-10-06,365
$198.00,Entire home/apt,East Village,Entire rental unit,2,1.0,0,,,60
,Entire home/apt,Clinton Hill,Entire rental unit,2,,0,,,2
$38.00,Shared room,Bedford-Stuyvesant,Shared room in rental unit,1,1.0,0,,,276
$38.00,Shared room,Bedford-Stuyvesant,Shared room in rental unit,1,1.0,0,,,276
$38.00,Shared room,Crown Heights,Shared room in rental unit,1,1.0,0,,,243
$80.00,Private room,Cambria Heights,Private room in home,2,2.0,0,,,0
$41.00,Private room,Sheepshead Bay,Private room in home,1,1.0,0,,,365
$461.00,Entire home/apt,Crown Heights,Entire home,10,6.0,6,2.0,2024-10-15,243
$102.00,Entire home/apt,Bedford-Stuyvesant,Entire home,4,1.0,0,,,308
$138.00,Entire home/apt,Prospect-Lefferts Gardens,Entire rental unit,2,1.0,1,1.0,2024-10-06,318
$53.00,Private room,Bedford-Stuyvesant,Private room in rental unit,1,1.0,1,0.41,2024-08-24,138
$408.00,Entire home/apt,Upper East Side,Entire rental unit,2,1.0,0,,,353
$750.00,Entire home/apt,Bushwick,Entire rental unit,14,5.0,0,,,270
,Private room,Chelsea,Room in hotel,2,,3,0.89,2024-10-04,62
$218.00,Private room,Chelsea,Room in hotel,4,2.0,2,0.61,2024-09-21,67
,Private room,Chelsea,Room in hotel,2,,2,0.58,2024-08-02,75
,Private room,Chelsea,Room in hotel,2,,2,0.6,2024-09-02,96
,Private room,Chelsea,Room in hotel,4,,8,3.24,2024-09-28,85
$228.00,Private room,Chelsea,Room in hotel,4,2.0,1,0.86,2024-10-01,86
$238.00,Private room,Chelsea,Room in hotel,4,2.0,2,1.5,2024-09-29,86
$755.00,Entire home/apt,Tribeca,Entire rental unit,6,2.0,1,0.94,2024-10-04,42
$230.00,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,6,3.0,0,,,269
$57.00,Private room,Harlem,Private room in rental unit,1,1.0,0,,,307
$62.00,Private room,Harlem,Private room in rental unit,1,1.0,0,,,347
$148.00,Private room,Crown Heights,Private room in rental unit,2,1.0,0,,,365
$48.00,Private room,Bedford-Stuyvesant,Private room in townhouse,1,1.0,1,0.46,2024-09-01,109
$312.00,Entire home/apt,Upper West Side,Entire rental unit,10,4.0,0,,,353
$92.00,Private room,Crown Heights,Private room in rental unit,1,1.0,0,,,365
,Entire home/apt,Harlem,Entire rental unit,6,,0,,,270
$202.00,Entire home/apt,Kips Bay,Entire rental unit,4,1.0,0,,,364
$307.00,Private room,East Harlem,Private room in rental unit,2,1.0,0,,,89
$65.00,Entire home/apt,Canarsie,Entire rental unit,1,1.0,1,0.5,2024-09-06,73
$48.00,Private room,Harlem,Private room in rental unit,2,0.0,0,,,365
$436.00,Entire home/apt,Astoria,Entire rental unit,10,4.0,11,4.07,2024-10-19,247
$900.00,Entire home/apt,Upper East Side,Entire rental unit,4,1.0,0,,,56
$320.00,Entire home/apt,Hell's Kitchen,Entire rental unit,2,1.0,0,,,361
,Entire home/apt,Hell's Kitchen,Entire rental unit,2,,0,,,316
$250.00,Entire home/apt,Inwood,Entire rental unit,4,2.0,0,,,324
$84.00,Private room,Crown Heights,Private room in townhouse,2,1.0,0,,,269
,Private room,Bedford-Stuyvesant,Private room in townhouse,1,,0,,,0
,Private room,Woodside,Private room in townhouse,1,,0,,,0
$103.00,Entire home/apt,Gramercy,Entire rental unit,2,2.0,12,4.39,2024-10-21,0
$53.00,Private room,Two Bridges,Private room in rental unit,2,1.0,0,,,153
,Private room,Bedford-Stuyvesant,Private room in rental unit,2,,0,,,334
$144.00,Private room,East Flatbush,Private room in home,2,2.0,8,3.87,2024-10-18,345
$96.00,Entire home/apt,Harlem,Entire rental unit,2,1.0,0,,,311
,Private room,Jamaica,Private room in home,1,,1,1.0,2024-10-24,269
$122.00,Entire home/apt,Hell's Kitchen,Entire rental unit,2,1.0,8,2.55,2024-10-08,216
,Entire home/apt,Harlem,Entire rental unit,2,,0,,,88
$66.00,Private room,Crown Heights,Private room in townhouse,2,1.0,0,,,269
,Entire home/apt,Stuyvesant Town,Entire rental unit,4,,0,,,0
,Entire home/apt,Sheepshead Bay,Entire rental unit,2,,0,,,365
$119.00,Private room,Elmhurst,Private room in home,1,1.0,4,1.9,2024-10-20,355
$152.00,Entire home/apt,Williamsburg,Entire rental unit,2,1.0,0,,,257
$56.00,Private room,Fort Greene,Private room in rental unit,1,1.0,0,,,354
$54.00,Private room,Fort Greene,Private room in rental unit,1,1.0,0,,,354
$281.00,Entire home/apt,Downtown Brooklyn,Entire rental unit,3,3.0,0,,,269
$144.00,Entire home/apt,Washington Heights,Entire rental unit,6,3.0,1,1.0,2024-10-06,142
$48.00,Private room,Harlem,Private room in rental unit,2,0.0,0,,,365
$300.00,Private room,Fort Greene,Private room in rental unit,2,1.0,0,,,190
$48.00,Private room,Harlem,Private room in rental unit,2,0.0,0,,,365
$48.00,Private room,Harlem,Private room in rental unit,2,0.0,0,,,365
$154.00,Private room,East Harlem,Private room in rental unit,2,1.0,7,3.62,2024-10-28,250
$48.00,Private room,Harlem,Private room in rental unit,2,0.0,0,,,365
$200.00,Private room,Throgs Neck,Private room in home,2,3.0,0,,,365
$295.00,Entire home/apt,Theater District,Entire rental unit,2,1.0,0,,,181
$100.00,Entire home/apt,Sunnyside,Entire home,4,3.0,0,,,89
$300.00,Entire home/apt,East Flatbush,Entire home,4,2.0,6,6.0,2024-11-03,328
$123.00,Entire home/apt,East Village,Entire rental unit,2,2.0,0,,,159
$225.00,Entire home/apt,Midtown,Entire rental unit,2,1.0,0,,,277
$48.00,Private room,Bushwick,Private room in rental unit,1,1.0,0,,,307
$65.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,1.0,0,,,182
$65.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,1.0,0,,,172
$52.00,Private room,Bushwick,Private room in rental unit,1,1.0,0,,,307
$176.00,Entire home/apt,Morrisania,Entire rental unit,5,3.0,0,,,333
$46.00,Private room,Bushwick,Private room in rental unit,1,1.0,0,,,354
$49.00,Private room,Bushwick,Private room in rental unit,1,1.0,0,,,354
$135.00,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,4,2.0,0,,,37
$88.00,Private room,Morrisania,Private room in rental unit,2,3.0,0,,,365
$79.00,Private room,Morrisania,Private room in rental unit,2,3.0,0,,,365
$243.00,Entire home/apt,Chelsea,Entire rental unit,2,1.0,0,,,68
$172.00,Entire home/apt,Hell's Kitchen,Entire rental unit,2,2.0,0,,,363
$55.00,Private room,Riverdale,Private room in rental unit,1,1.0,0,,,153
$99.00,Private room,Hell's Kitchen,Private room in rental unit,2,1.0,0,,,269
$120.00,Private room,Upper West Side,Private room in rental unit,1,1.0,0,,,308
$77.00,Entire home/apt,Bushwick,Entire rental unit,8,1.0,1,0.86,2024-10-01,248
$100.00,Private room,Prospect-Lefferts Gardens,Private room in bed and breakfast,1,1.0,1,0.51,2024-09-07,270
$77.00,Entire home/apt,Bushwick,Entire rental unit,8,2.0,0,,,365
$559.00,Private room,Maspeth,Private room in home,2,5.0,0,,,365
,Entire home/apt,Sheepshead Bay,Entire rental unit,2,,2,1.62,2024-11-01,0
$395.00,Entire home/apt,Hell's Kitchen,Entire rental unit,12,4.0,2,2.0,2024-10-13,351
$89.00,Private room,Flushing,Private room in home,2,1.0,24,7.35,2024-10-19,163
$299.00,Entire home/apt,South Slope,Entire rental unit,4,2.0,0,,,191
$105.00,Private room,Flushing,Private room in rental unit,2,1.0,15,4.55,2024-10-15,143
$52.00,Private room,Flatbush,Private room in rental unit,2,1.0,0,,,237
$106.00,Entire home/apt,East Harlem,Entire condo,2,1.0,0,,,136
$279.00,Entire home/apt,Upper East Side,Entire rental unit,3,1.0,0,,,301
$650.00,Entire home/apt,Howard Beach,Houseboat,6,4.0,0,,,365
$102.00,Private room,Flushing,Private room in rental unit,2,1.0,14,4.42,2024-10-22,155
$103.00,Private room,Flushing,Private room in rental unit,2,1.0,14,5.12,2024-10-24,162
$250.00,Entire home/apt,Howard Beach,Houseboat,2,1.0,0,,,365
$95.00,Private room,East Harlem,Private room in rental unit,2,1.0,2,1.36,2024-10-28,339
"$1,975.00",Entire home/apt,West Village,Entire home,7,4.0,0,,,153
$115.00,Entire home/apt,Sunset Park,Entire rental unit,2,1.0,0,,,248
$106.00,Entire home/apt,Clason Point,Entire rental unit,2,1.0,0,,,365
$224.00,Private room,Lower East Side,Room in hotel,2,,20,5.94,2024-10-19,95
$240.00,Private room,Lower East Side,Room in hotel,2,,4,1.22,2024-09-02,97
$150.00,Private room,Astoria,Private room in rental unit,2,1.0,3,3.0,2024-10-29,323
$130.00,Private room,Financial District,Private room in rental unit,2,1.0,0,,,276
$285.00,Entire home/apt,Upper West Side,Entire rental unit,3,1.0,0,,,310
$500.00,Entire home/apt,Upper West Side,Entire rental unit,5,2.0,0,,,308
,Entire home/apt,Richmond Hill,Entire home,4,,0,,,16
$164.00,Private room,Midtown,Private room in rental unit,2,1.0,1,1.0,2024-10-19,346
$197.00,Entire home/apt,Midtown,Entire rental unit,2,1.0,0,,,350
$183.00,Private room,Hell's Kitchen,Private room in rental unit,1,1.0,0,,,364
$179.00,Entire home/apt,Nolita,Entire rental unit,2,1.0,1,1.0,2024-10-21,302
$180.00,Entire home/apt,Nolita,Entire rental unit,2,1.0,1,1.0,2024-10-20,305
$104.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,1.0,0,,,365
,Entire home/apt,Lower East Side,Entire rental unit,2,,0,,,0
$38.00,Private room,Washington Heights,Private room in rental unit,1,1.0,0,,,88
$43.00,Private room,Bushwick,Private room in rental unit,1,1.0,0,,,354
$274.00,Entire home/apt,Midtown,Entire rental unit,4,4.0,0,,,281
$90.00,Entire home/apt,Bath Beach,Entire rental unit,3,1.0,0,,,154
$405.00,Entire home/apt,Greenpoint,Entire rental unit,4,2.0,9,4.58,2024-10-25,11
$225.00,Entire home/apt,Upper East Side,Entire rental unit,4,2.0,0,,,217
$47.00,Private room,Bushwick,Private room in rental unit,1,1.0,0,,,354
$43.00,Private room,Bedford-Stuyvesant,Private room in rental unit,1,1.0,0,,,354
$34.00,Private room,Bushwick,Private room in rental unit,1,1.0,0,,,339
$88.00,Private room,Washington Heights,Private room in home,1,1.0,0,,,89
$97.00,Private room,Corona,Private room in home,2,1.0,0,,,365
$54.00,Private room,Bay Ridge,Private room in rental unit,2,1.0,1,0.58,2024-09-14,236
$407.00,Entire home/apt,Upper East Side,Entire rental unit,4,2.0,0,,,357
$66.00,Private room,Midtown,Private room in rental unit,2,1.0,2,0.94,2024-09-07,210
$264.00,Entire home/apt,East Flatbush,Entire rental unit,8,7.0,19,7.22,2024-10-29,54
$160.00,Private room,Upper West Side,Private room in rental unit,2,1.0,0,,,177
$245.00,Private room,Williamsburg,Private room in rental unit,1,1.0,6,2.81,2024-10-27,168
$96.00,Entire home/apt,Crown Heights,Entire home,8,3.0,2,1.18,2024-10-25,365
$182.00,Private room,East Flatbush,Private room in home,2,1.0,1,1.0,2024-10-26,90
,Entire home/apt,East Flatbush,Entire townhouse,2,,0,,,50
"$3,000.00",Private room,East New York,Private room in rental unit,6,2.0,0,,,365
$137.00,Private room,Long Island City,Private room in rental unit,2,1.0,17,7.85,2024-10-28,123
$89.00,Private room,Flushing,Private room in home,2,1.0,9,4.09,2024-10-20,165
$43.00,Private room,Bedford-Stuyvesant,Private room in rental unit,1,1.0,0,,,354
$93.00,Private room,Flushing,Private room in home,2,1.0,16,5.85,2024-10-15,362
$140.00,Entire home/apt,Midtown,Entire rental unit,2,1.0,0,,,325
"$8,403.00",Entire home/apt,Crown Heights,Entire rental unit,4,1.0,0,,,365
$50.00,Private room,Claremont Village,Private room in rental unit,2,1.0,0,,,365
$60.00,Private room,St. Albans,Private room in bed and breakfast,1,1.0,0,,,365
$134.00,Private room,Kips Bay,Private room in rental unit,2,1.0,0,,,292
$298.00,Entire home/apt,Midtown,Entire rental unit,4,2.0,4,2.86,2024-10-16,315
$273.00,Entire home/apt,Midtown,Entire rental unit,4,2.0,11,4.34,2024-10-16,317
$108.00,Private room,Crown Heights,Private room in rental unit,1,1.0,0,,,180
$41.00,Private room,Edenwald,Private room in home,2,1.0,2,0.6,2024-08-30,179
,Private room,Morningside Heights,Private room in rental unit,1,,0,,,0
$98.00,Private room,Corona,Private room in rental unit,1,1.0,0,,,365
$55.00,Private room,East Harlem,Private room in rental unit,2,1.0,0,,,154
$55.00,Private room,East Harlem,Private room in rental unit,1,1.0,0,,,152
$100.00,Private room,Long Island City,Private room in rental unit,2,1.0,0,,,365
$50.00,Private room,Whitestone,Private room in rental unit,1,1.0,0,,,337
$53.00,Private room,Fort Greene,Private room in rental unit,1,1.0,0,,,354
$422.00,Entire home/apt,SoHo,Entire rental unit,2,1.0,6,3.67,2024-10-25,206
$396.00,Entire home/apt,SoHo,Entire rental unit,2,1.0,16,5.58,2024-10-31,212
$421.00,Entire home/apt,SoHo,Entire rental unit,2,1.0,1,0.65,2024-09-20,206
$51.00,Private room,Clinton Hill,Private room in rental unit,1,1.0,0,,,354
$52.00,Private room,Fort Greene,Private room in rental unit,1,1.0,0,,,354
$49.00,Private room,Clinton Hill,Private room in rental unit,1,1.0,0,,,354
$50.00,Private room,Fort Greene,Private room in rental unit,1,1.0,0,,,354
$161.00,Private room,Bushwick,Private room in condo,2,1.0,20,6.98,2024-10-31,137
$360.00,Entire home/apt,Kips Bay,Entire rental unit,3,2.0,0,,,365
$44.00,Private room,St. Albans,Private room in home,2,1.0,1,0.91,2024-10-03,63
$204.00,Private room,Bushwick,Private room in rental unit,6,1.0,6,2.47,2024-11-03,259
$211.00,Private room,Port Richmond,Private room in rental unit,2,3.0,1,0.44,2024-08-29,354
$200.00,Private room,Canarsie,Private room in home,2,1.0,0,,,363
$125.00,Private room,Upper West Side,Private room in rental unit,1,1.0,0,,,108
$55.00,Private room,East Harlem,Private room in rental unit,1,1.0,0,,,153
$52.00,Private room,East Harlem,Private room in rental unit,2,1.0,0,,,185
$216.00,Entire home/apt,Fort Greene,Entire rental unit,2,2.0,0,,,365
$999.00,Entire home/apt,East Harlem,Entire rental unit,5,2.0,0,,,364
$115.00,Private room,Port Richmond,Private room in rental unit,2,1.0,0,,,353
$107.00,Private room,Port Richmond,Private room in rental unit,1,1.0,0,,,353
$119.00,Private room,Washington Heights,Private room in condo,1,1.0,0,,,229
$150.00,Entire home/apt,Upper East Side,Entire townhouse,1,1.0,0,,,314
$55.00,Private room,Astoria,Private room in rental unit,1,1.0,1,1.0,2024-11-01,132
$88.00,Private room,Astoria,Private room in rental unit,1,1.0,0,,,358
$115.00,Entire home/apt,Queens Village,Entire rental unit,4,1.0,0,,,338
$190.00,Private room,Canarsie,Private room in home,4,1.0,3,1.8,2024-10-06,42
$129.00,Private room,Cypress Hills,Private room in bed and breakfast,2,1.0,9,4.82,2024-10-26,362
$48.00,Private room,Bay Ridge,Private room in rental unit,1,1.0,0,,,65
$386.00,Entire home/apt,Upper East Side,Entire rental unit,2,1.0,0,,,304
$388.00,Entire home/apt,Vinegar Hill,Entire rental unit,4,2.0,0,,,327
$432.00,Entire home/apt,Hell's Kitchen,Entire rental unit,12,3.0,4,1.64,2024-09-27,361
$96.00,Entire home/apt,Woodhaven,Entire home,3,2.0,0,,,287
$150.00,Entire home/apt,Midtown,Entire rental unit,4,2.0,0,,,308
$159.00,Entire home/apt,Gramercy,Entire rental unit,2,1.0,0,,,350
,Entire home/apt,Williamsburg,Entire rental unit,2,,1,0.47,2024-09-02,29
,Entire home/apt,Hell's Kitchen,Entire serviced apartment,3,,0,,,330
,Entire home/apt,Hell's Kitchen,Entire serviced apartment,3,,0,,,303
,Entire home/apt,Hell's Kitchen,Entire serviced apartment,3,,0,,,330
,Entire home/apt,Hell's Kitchen,Entire serviced apartment,3,,0,,,303
,Entire home/apt,Hell's Kitchen,Entire serviced apartment,3,,0,,,330
,Entire home/apt,Hell's Kitchen,Entire serviced apartment,3,,0,,,303
$127.00,Private room,Woodhaven,Private room in home,3,2.0,7,3.18,2024-09-21,188
$160.00,Entire home/apt,Clinton Hill,Entire rental unit,5,3.0,0,,,309
$199.00,Entire home/apt,Upper East Side,Entire rental unit,5,2.0,0,,,219
$123.00,Private room,Flushing,Private room in rental unit,2,1.0,11,4.29,2024-10-30,132
$555.00,Private room,Hell's Kitchen,Private room in rental unit,2,1.0,0,,,365
$364.00,Entire home/apt,East Flatbush,Entire home,7,4.0,7,4.88,2024-11-01,293
$200.00,Private room,Ditmars Steinway,Private room in home,2,1.0,7,4.04,2024-10-27,356
$348.00,Entire home/apt,Williamsburg,Entire loft,6,1.0,13,6.96,2024-10-18,337
$69.00,Private room,Bedford-Stuyvesant,Private room in rental unit,1,1.0,0,,,365
$280.00,Private room,Williamsburg,Private room in rental unit,2,1.0,0,,,365
$103.00,Private room,East New York,Private room in rental unit,2,1.0,0,,,90
$100.00,Entire home/apt,Flushing,Entire rental unit,4,2.0,1,0.45,2024-08-31,343
$237.00,Entire home/apt,Upper East Side,Entire rental unit,5,2.0,0,,,365
$175.00,Entire home/apt,Upper West Side,Entire rental unit,2,1.0,1,0.86,2024-10-01,364
$178.00,Entire home/apt,Park Slope,Entire rental unit,2,2.0,0,,,358
$100.00,Private room,Cambria Heights,Private room in home,4,3.0,26,13.22,2024-11-03,354
$80.00,Private room,Upper East Side,Private room in rental unit,2,1.0,0,,,303
$245.00,Entire home/apt,Carroll Gardens,Entire home,6,4.0,0,,,91
$89.00,Entire home/apt,Chelsea,Entire rental unit,1,1.0,10,4.0,2024-10-18,61
$87.00,Entire home/apt,Flatbush,Entire rental unit,3,1.0,0,,,337
$297.00,Entire home/apt,West Village,Entire rental unit,4,1.0,0,,,365
$143.00,Entire home/apt,Upper West Side,Entire rental unit,6,4.0,0,,,50
$150.00,Entire home/apt,Chelsea,Entire rental unit,4,2.0,0,,,180
$210.00,Entire home/apt,Midtown,Entire rental unit,5,3.0,0,,,364
$960.00,Shared room,East Harlem,Shared room in rental unit,2,3.0,0,,,343
$104.00,Private room,East Flatbush,Private room in home,2,1.0,0,,,365
$145.00,Entire home/apt,Cobble Hill,Entire rental unit,3,1.0,0,,,178
$184.00,Entire home/apt,Crown Heights,Entire rental unit,2,1.0,3,3.0,2024-10-13,319
$600.00,Entire home/apt,Bedford-Stuyvesant,Entire home,7,4.0,0,,,270
,Private room,Williamsburg,Private room in rental unit,1,,0,,,0
$56.00,Private room,Ozone Park,Private room in home,1,1.0,2,0.97,2024-10-11,354
$43.00,Private room,Ozone Park,Private room in home,2,1.0,2,1.11,2024-10-12,357
$358.00,Entire home/apt,Brooklyn Heights,Entire rental unit,2,1.0,0,,,230
$114.00,Entire home/apt,East New York,Entire rental unit,4,2.0,0,,,155
$266.00,Entire home/apt,Chinatown,Entire rental unit,2,1.0,20,9.52,2024-11-03,149
$239.00,Entire home/apt,Lower East Side,Entire rental unit,2,1.0,3,1.3,2024-10-21,187
$273.00,Entire home/apt,Lower East Side,Entire rental unit,4,2.0,7,3.23,2024-10-08,192
$288.00,Entire home/apt,Lower East Side,Entire rental unit,4,2.0,3,1.22,2024-09-27,194
$299.00,Entire home/apt,Hell's Kitchen,Entire rental unit,4,2.0,0,,,50
$230.00,Entire home/apt,Murray Hill,Entire rental unit,2,1.0,0,,,210
$54.00,Private room,Woodhaven,Private room in rental unit,1,1.0,0,,,346
$509.00,Entire home/apt,Boerum Hill,Entire rental unit,6,4.0,1,1.0,2024-10-11,365
,Entire home/apt,Murray Hill,Entire serviced apartment,3,,0,,,345
$57.00,Private room,Bushwick,Private room in rental unit,1,1.0,0,,,364
$135.00,Private room,Washington Heights,Private room in rental unit,2,1.0,7,5.25,2024-10-27,339
$61.00,Private room,Bushwick,Private room in rental unit,1,1.0,0,,,364
